REEF_SITE,TRANSECT_NO,YEAR,MONTH,SURVEY_DATE,SUBSTRATE_COVER,GENUS,ABUNDANCE,PERCENT_ABUNDANCE
HK,3,2019,AUG,26/08/19,LCC,ASTREOPORA,2,2
HK,3,2019,AUG,26/08/19,LCC,CAULASTREA,0,0
HK,3,2019,AUG,26/08/19,LCC,COELOSERIS,0,0
HK,3,2019,AUG,26/08/19,LCC,COSCINARAEA,0,0
HK,3,2019,AUG,26/08/19,LCC,CTENACTIS,0,0
HK,3,2019,AUG,26/08/19,LCC,CYNARINA,0,0
HK,3,2019,AUG,26/08/19,LCC,CYPHASTREA,0,0
HK,3,2019,AUG,26/08/19,LCC,DIPLOASTREA,0,0
HK,3,2019,AUG,26/08/19,LCC,DIPSASTRAEA,1,1
HK,3,2019,AUG,26/08/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,AUG,26/08/19,LCC,ECHINOPORA,0,0
HK,3,2019,AUG,26/08/19,LCC,EUPHYLLIA,0,0
HK,3,2019,AUG,26/08/19,LCC,FAVITES,0,0
HK,3,2019,AUG,26/08/19,LCC,FUNGIA,0,0
HK,3,2019,AUG,26/08/19,LCC,GALAXEA,0,0
HK,3,2019,AUG,26/08/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,AUG,26/08/19,LCC,GONIASTREA,1,1
HK,3,2019,AUG,26/08/19,LCC,GONIOPORA,10,9.9
HK,3,2019,AUG,26/08/19,LCC,HYDNOPHORA,0,0
HK,3,2019,AUG,26/08/19,LCC,LEPTASTREA,0,0
HK,3,2019,AUG,26/08/19,LCC,LEPTORIA,0,0
HK,3,2019,AUG,26/08/19,LCC,LEPTOSERIS,0,0
HK,3,2019,AUG,26/08/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,AUG,26/08/19,LCC,LOBOPHYLLIA,4,4
HK,3,2019,AUG,26/08/19,LCC,MERULINA,0,0
HK,3,2019,AUG,26/08/19,LCC,MONTIPORA,6,5.9
HK,3,2019,AUG,26/08/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,AUG,26/08/19,LCC,PACHYSERIS,1,1
HK,3,2019,AUG,26/08/19,LCC,PAVONA,0,0
HK,3,2019,AUG,26/08/19,LCC,PECTINIA,0,0
HK,3,2019,AUG,26/08/19,LCC,PHYSOGYRA,0,0
HK,3,2019,AUG,26/08/19,LCC,PLATYGYRA,0,0
HK,3,2019,AUG,26/08/19,LCC,PLEROGYRA,1,1
HK,3,2019,AUG,26/08/19,LCC,POCILLOPORA,0,0
HK,3,2019,AUG,26/08/19,LCC,PODOBACIA,0,0
HK,3,2019,AUG,26/08/19,LCC,PORITES,13,12.9
HK,3,2019,AUG,26/08/19,LCC,PSAMMOCORA,0,0
HK,3,2019,AUG,26/08/19,LCC,SERIATOPORA,0,0
HK,3,2019,AUG,26/08/19,LCC,STYLOPHORA,0,0
HK,3,2019,AUG,26/08/19,LCC,TUBASTREA,0,0
HK,3,2019,AUG,26/08/19,LCC,TURBINARIA,1,1
HK,3,2019,AUG,26/08/19,OTHER,ANEMONE,0,0
HK,3,2019,AUG,26/08/19,OTHER,CLAM,0,0
HK,3,2019,AUG,26/08/19,OTHER,OTHER LIFE,0,0
HK,3,2019,AUG,26/08/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,AUG,26/08/19,OTHER,SPONGE,0,0
HK,3,2019,AUG,26/08/19,OTHER,URCHIN,0,0
HK,3,2019,AUG,26/08/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,AUG,26/08/19,ROCK,ROCK,0,0
HK,3,2019,AUG,26/08/19,RUBBLE,RUBBLE,0,0
HK,3,2019,AUG,26/08/19,SAND,SAND,14,13.9
HK,3,2019,AUG,26/08/19,SC,SOFT CORAL,0,0
HK,3,2019,AUG,26/08/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,FEB,1/02/19,ALGAE,ALGAE,0,0
HK,3,2019,FEB,1/02/19,ALGAE,CRUSTOSE CORALLINE ALGAE,3,3
HK,3,2019,FEB,1/02/19,DCA,DCA,42,41.6
HK,3,2019,FEB,1/02/19,LCC,ACANTHASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,ACROPORA,1,1
HK,3,2019,FEB,1/02/19,LCC,ALVEOPORA,8,7.9
HK,3,2019,FEB,1/02/19,LCC,ASTREA,1,1
HK,3,2019,FEB,1/02/19,LCC,ASTREOPORA,0,0
HK,3,2019,FEB,1/02/19,LCC,CAULASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,COELOSERIS,0,0
HK,3,2019,FEB,1/02/19,LCC,COSCINARAEA,0,0
HK,3,2019,FEB,1/02/19,LCC,CTENACTIS,0,0
HK,3,2019,FEB,1/02/19,LCC,CYNARINA,0,0
HK,3,2019,FEB,1/02/19,LCC,CYPHASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,DIPLOASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,DIPSASTRAEA,2,2
HK,3,2019,FEB,1/02/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,FEB,1/02/19,LCC,ECHINOPORA,0,0
HK,3,2019,FEB,1/02/19,LCC,EUPHYLLIA,0,0
HK,3,2019,FEB,1/02/19,LCC,FAVITES,0,0
HK,3,2019,FEB,1/02/19,LCC,FUNGIA,0,0
HK,3,2019,FEB,1/02/19,LCC,GALAXEA,0,0
HK,3,2019,FEB,1/02/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,FEB,1/02/19,LCC,GONIASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,GONIOPORA,10,9.9
HK,3,2019,FEB,1/02/19,LCC,HYDNOPHORA,0,0
HK,3,2019,FEB,1/02/19,LCC,LEPTASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,LEPTORIA,0,0
HK,3,2019,FEB,1/02/19,LCC,LEPTOSERIS,0,0
HK,3,2019,FEB,1/02/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,FEB,1/02/19,LCC,LOBOPHYLLIA,2,2
HK,3,2019,FEB,1/02/19,LCC,MERULINA,0,0
HK,3,2019,FEB,1/02/19,LCC,MONTIPORA,8,7.9
HK,3,2019,FEB,1/02/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,FEB,1/02/19,LCC,PACHYSERIS,4,4
HK,3,2019,FEB,1/02/19,LCC,PAVONA,0,0
HK,3,2019,FEB,1/02/19,LCC,PECTINIA,0,0
HK,3,2019,FEB,1/02/19,LCC,PHYSOGYRA,0,0
HK,3,2019,FEB,1/02/19,LCC,PLATYGYRA,0,0
HK,3,2019,FEB,1/02/19,LCC,PLEROGYRA,0,0
HK,3,2019,FEB,1/02/19,LCC,POCILLOPORA,0,0
HK,3,2019,FEB,1/02/19,LCC,PODOBACIA,0,0
HK,3,2019,FEB,1/02/19,LCC,PORITES,17,16.8
HK,3,2019,FEB,1/02/19,LCC,PSAMMOCORA,0,0
HK,3,2019,FEB,1/02/19,LCC,SERIATOPORA,1,1
HK,3,2019,FEB,1/02/19,LCC,STYLOPHORA,0,0
HK,3,2019,FEB,1/02/19,LCC,TUBASTREA,0,0
HK,3,2019,FEB,1/02/19,LCC,TURBINARIA,0,0
HK,3,2019,FEB,1/02/19,OTHER,ANEMONE,1,1
HK,3,2019,FEB,1/02/19,OTHER,CLAM,0,0
HK,3,2019,FEB,1/02/19,OTHER,OTHER LIFE,0,0
HK,3,2019,FEB,1/02/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,FEB,1/02/19,OTHER,SPONGE,0,0
HK,3,2019,FEB,1/02/19,OTHER,URCHIN,0,0
HK,3,2019,FEB,1/02/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,FEB,1/02/19,ROCK,ROCK,0,0
HK,3,2019,FEB,1/02/19,RUBBLE,RUBBLE,0,0
HK,3,2019,FEB,1/02/19,SAND,SAND,1,1
HK,3,2019,FEB,1/02/19,SC,SOFT CORAL,0,0
HK,3,2019,FEB,1/02/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,JUL,29/07/19,ALGAE,ALGAE,0,0
HK,3,2019,JUL,29/07/19,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
HK,3,2019,JUL,29/07/19,DCA,DCA,40,39.6
HK,3,2019,JUL,29/07/19,LCC,ACANTHASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,ACROPORA,1,1
HK,3,2019,JUL,29/07/19,LCC,ALVEOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,ASTREA,2,2
HK,3,2019,JUL,29/07/19,LCC,ASTREOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,CAULASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,COELOSERIS,0,0
HK,3,2019,JUL,29/07/19,LCC,COSCINARAEA,0,0
HK,3,2019,JUL,29/07/19,LCC,CTENACTIS,0,0
HK,3,2019,JUL,29/07/19,LCC,CYNARINA,0,0
HK,3,2019,JUL,29/07/19,LCC,CYPHASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,DIPLOASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,DIPSASTRAEA,0,0
HK,3,2019,JUL,29/07/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,JUL,29/07/19,LCC,ECHINOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,EUPHYLLIA,0,0
HK,3,2019,JUL,29/07/19,LCC,FAVITES,1,1
HK,3,2019,JUL,29/07/19,LCC,FUNGIA,0,0
HK,3,2019,JUL,29/07/19,LCC,GALAXEA,0,0
HK,3,2019,JUL,29/07/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,JUL,29/07/19,LCC,GONIASTREA,1,1
HK,3,2019,JUL,29/07/19,LCC,GONIOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,HELIOFUNGIA,0,0
HK,3,2019,JUL,29/07/19,LCC,HYDNOPHORA,0,0
HK,3,2019,JUL,29/07/19,LCC,LEPTASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,LEPTORIA,0,0
HK,3,2019,JUL,29/07/19,LCC,LEPTOSERIS,0,0
HK,3,2019,JUL,29/07/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,JUL,29/07/19,LCC,LOBOPHYLLIA,3,3
HK,3,2019,JUL,29/07/19,LCC,MERULINA,0,0
HK,3,2019,JUL,29/07/19,LCC,MONTIPORA,14,13.9
HK,3,2019,JUL,29/07/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,JUL,29/07/19,LCC,PACHYSERIS,0,0
HK,3,2019,JUL,29/07/19,LCC,PAVONA,1,1
HK,3,2019,JUL,29/07/19,LCC,PECTINIA,0,0
HK,3,2019,JUL,29/07/19,LCC,PHYSOGYRA,0,0
HK,3,2019,JUL,29/07/19,LCC,PLATYGYRA,0,0
HK,3,2019,JUL,29/07/19,LCC,PLEROGYRA,0,0
HK,3,2019,JUL,29/07/19,LCC,POCILLOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,PODOBACIA,0,0
HK,3,2019,JUL,29/07/19,LCC,PORITES,12,11.9
HK,3,2019,JUL,29/07/19,LCC,PSAMMOCORA,0,0
HK,3,2019,JUL,29/07/19,LCC,SERIATOPORA,0,0
HK,3,2019,JUL,29/07/19,LCC,STYLOPHORA,0,0
HK,3,2019,JUL,29/07/19,LCC,TUBASTREA,0,0
HK,3,2019,JUL,29/07/19,LCC,TURBINARIA,1,1
HK,3,2019,JUL,29/07/19,OTHER,ANEMONE,0,0
HK,3,2019,JUL,29/07/19,OTHER,CLAM,0,0
HK,3,2019,JUL,29/07/19,OTHER,OTHER LIFE,0,0
HK,3,2019,JUL,29/07/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,JUL,29/07/19,OTHER,SPONGE,0,0
HK,3,2019,JUL,29/07/19,OTHER,URCHIN,0,0
HK,3,2019,JUL,29/07/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,JUL,29/07/19,ROCK,ROCK,0,0
HK,3,2019,JUL,29/07/19,RUBBLE,RUBBLE,0,0
HK,3,2019,JUL,29/07/19,SAND,SAND,25,24.8
HK,3,2019,JUL,29/07/19,SC,SOFT CORAL,0,0
HK,3,2019,JUL,29/07/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,JUN,24/06/19,ALGAE,ALGAE,0,0
HK,3,2019,JUN,24/06/19,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
HK,3,2019,JUN,24/06/19,DCA,DCA,48,47.5
HK,3,2019,JUN,24/06/19,LCC,ACANTHASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,ACROPORA,0,0
HK,3,2019,JUN,24/06/19,LCC,ALVEOPORA,3,3
HK,3,2019,JUN,24/06/19,LCC,ASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,ASTREOPORA,1,1
HK,3,2019,JUN,24/06/19,LCC,CAULASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,COELOSERIS,0,0
HK,3,2019,JUN,24/06/19,LCC,COSCINARAEA,0,0
HK,3,2019,JUN,24/06/19,LCC,CTENACTIS,0,0
HK,3,2019,JUN,24/06/19,LCC,CYNARINA,0,0
HK,3,2019,JUN,24/06/19,LCC,CYPHASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,DIPLOASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,DIPSASTRAEA,0,0
HK,3,2019,JUN,24/06/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,JUN,24/06/19,LCC,ECHINOPORA,0,0
HK,3,2019,JUN,24/06/19,LCC,EUPHYLLIA,0,0
HK,3,2019,JUN,24/06/19,LCC,FAVITES,0,0
HK,3,2019,JUN,24/06/19,LCC,FUNGIA,0,0
HK,3,2019,JUN,24/06/19,LCC,GALAXEA,0,0
HK,3,2019,JUN,24/06/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,JUN,24/06/19,LCC,GONIASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,GONIOPORA,14,13.9
HK,3,2019,JUN,24/06/19,LCC,HYDNOPHORA,0,0
HK,3,2019,JUN,24/06/19,LCC,LEPTASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,LEPTORIA,0,0
HK,3,2019,JUN,24/06/19,LCC,LEPTOSERIS,0,0
HK,3,2019,JUN,24/06/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,JUN,24/06/19,LCC,LOBOPHYLLIA,6,5.9
HK,3,2019,JUN,24/06/19,LCC,MERULINA,0,0
HK,3,2019,JUN,24/06/19,LCC,MONTIPORA,7,6.9
HK,3,2019,JUN,24/06/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,JUN,24/06/19,LCC,PACHYSERIS,0,0
HK,3,2019,JUN,24/06/19,LCC,PAVONA,1,1
HK,3,2019,JUN,24/06/19,LCC,PECTINIA,0,0
HK,3,2019,JUN,24/06/19,LCC,PHYSOGYRA,0,0
HK,3,2019,JUN,24/06/19,LCC,PLATYGYRA,0,0
HK,3,2019,JUN,24/06/19,LCC,PLEROGYRA,0,0
HK,3,2019,JUN,24/06/19,LCC,POCILLOPORA,0,0
HK,3,2019,JUN,24/06/19,LCC,PODOBACIA,0,0
HK,3,2019,JUN,24/06/19,LCC,PORITES,14,13.9
HK,3,2019,JUN,24/06/19,LCC,PSAMMOCORA,0,0
HK,3,2019,JUN,24/06/19,LCC,SERIATOPORA,0,0
HK,3,2019,JUN,24/06/19,LCC,STYLOPHORA,0,0
HK,3,2019,JUN,24/06/19,LCC,TUBASTREA,0,0
HK,3,2019,JUN,24/06/19,LCC,TURBINARIA,0,0
HK,3,2019,JUN,24/06/19,OTHER,ANEMONE,0,0
HK,3,2019,JUN,24/06/19,OTHER,CLAM,0,0
HK,3,2019,JUN,24/06/19,OTHER,OTHER LIFE,0,0
HK,3,2019,JUN,24/06/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,JUN,24/06/19,OTHER,SPONGE,0,0
HK,3,2019,JUN,24/06/19,OTHER,URCHIN,0,0
HK,3,2019,JUN,24/06/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,JUN,24/06/19,ROCK,ROCK,1,1
HK,3,2019,JUN,24/06/19,RUBBLE,RUBBLE,0,0
HK,3,2019,JUN,24/06/19,SAND,SAND,6,5.9
HK,3,2019,JUN,24/06/19,SC,SOFT CORAL,0,0
HK,3,2019,JUN,24/06/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,MAR,13/03/19,ALGAE,ALGAE,0,0
HK,3,2019,MAR,13/03/19,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
HK,3,2019,MAR,13/03/19,DCA,DCA,51,50.5
HK,3,2019,MAR,13/03/19,LCC,ACANTHASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,ACROPORA,0,0
HK,3,2019,MAR,13/03/19,LCC,ALVEOPORA,1,1
HK,3,2019,MAR,13/03/19,LCC,ASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,ASTREOPORA,0,0
HK,3,2019,MAR,13/03/19,LCC,CAULASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,COELOSERIS,0,0
HK,3,2019,MAR,13/03/19,LCC,COSCINARAEA,0,0
HK,3,2019,MAR,13/03/19,LCC,CTENACTIS,0,0
HK,3,2019,MAR,13/03/19,LCC,CYNARINA,0,0
HK,3,2019,MAR,13/03/19,LCC,CYPHASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,DIPLOASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,DIPSASTRAEA,0,0
HK,3,2019,MAR,13/03/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,MAR,13/03/19,LCC,ECHINOPORA,0,0
HK,3,2019,MAR,13/03/19,LCC,EUPHYLLIA,0,0
HK,3,2019,MAR,13/03/19,LCC,FAVITES,2,2
HK,3,2019,MAR,13/03/19,LCC,FUNGIA,0,0
HK,3,2019,MAR,13/03/19,LCC,GALAXEA,0,0
HK,3,2019,MAR,13/03/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,MAR,13/03/19,LCC,GONIASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,GONIOPORA,16,15.8
HK,3,2019,MAR,13/03/19,LCC,HYDNOPHORA,0,0
HK,3,2019,MAR,13/03/19,LCC,LEPTASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,LEPTORIA,0,0
HK,3,2019,MAR,13/03/19,LCC,LEPTOSERIS,0,0
HK,3,2019,MAR,13/03/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,MAR,13/03/19,LCC,LOBOPHYLLIA,2,2
HK,3,2019,MAR,13/03/19,LCC,MERULINA,0,0
HK,3,2019,MAR,13/03/19,LCC,MONTIPORA,6,5.9
HK,3,2019,MAR,13/03/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,MAR,13/03/19,LCC,PACHYSERIS,4,4
HK,3,2019,MAR,13/03/19,LCC,PAVONA,0,0
HK,3,2019,MAR,13/03/19,LCC,PECTINIA,0,0
HK,3,2019,MAR,13/03/19,LCC,PHYSOGYRA,0,0
HK,3,2019,MAR,13/03/19,LCC,PLATYGYRA,0,0
HK,3,2019,MAR,13/03/19,LCC,PLEROGYRA,0,0
HK,3,2019,MAR,13/03/19,LCC,POCILLOPORA,0,0
HK,3,2019,MAR,13/03/19,LCC,PODOBACIA,0,0
HK,3,2019,MAR,13/03/19,LCC,PORITES,12,11.9
HK,3,2019,MAR,13/03/19,LCC,PSAMMOCORA,0,0
HK,3,2019,MAR,13/03/19,LCC,SERIATOPORA,0,0
HK,3,2019,MAR,13/03/19,LCC,STYLOPHORA,0,0
HK,3,2019,MAR,13/03/19,LCC,TUBASTREA,0,0
HK,3,2019,MAR,13/03/19,LCC,TURBINARIA,0,0
HK,3,2019,MAR,13/03/19,OTHER,ANEMONE,1,1
HK,3,2019,MAR,13/03/19,OTHER,CLAM,0,0
HK,3,2019,MAR,13/03/19,OTHER,OTHER LIFE,0,0
HK,3,2019,MAR,13/03/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,MAR,13/03/19,OTHER,SPONGE,0,0
HK,3,2019,MAR,13/03/19,OTHER,URCHIN,0,0
HK,3,2019,MAR,13/03/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,MAR,13/03/19,ROCK,ROCK,0,0
HK,3,2019,MAR,13/03/19,RUBBLE,RUBBLE,0,0
HK,3,2019,MAR,13/03/19,SAND,SAND,6,5.9
HK,3,2019,MAR,13/03/19,SC,SOFT CORAL,0,0
HK,3,2019,MAR,13/03/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,MAR,26/03/19,ALGAE,ALGAE,0,0
HK,3,2019,MAR,26/03/19,ALGAE,CRUSTOSE CORALLINE ALGAE,0,0
HK,3,2019,MAR,26/03/19,DCA,DCA,37,44.6
HK,3,2019,MAR,26/03/19,LCC,ACANTHASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,ACROPORA,1,1.2
HK,3,2019,MAR,26/03/19,LCC,ALVEOPORA,1,1.2
HK,3,2019,MAR,26/03/19,LCC,ASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,ASTREOPORA,0,0
HK,3,2019,MAR,26/03/19,LCC,CAULASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,COELOSERIS,0,0
HK,3,2019,MAR,26/03/19,LCC,COSCINARAEA,0,0
HK,3,2019,MAR,26/03/19,LCC,CTENACTIS,0,0
HK,3,2019,MAR,26/03/19,LCC,CYNARINA,0,0
HK,3,2019,MAR,26/03/19,LCC,CYPHASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,DIPLOASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,DIPSASTRAEA,0,0
HK,3,2019,MAR,26/03/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,MAR,26/03/19,LCC,ECHINOPORA,0,0
HK,3,2019,MAR,26/03/19,LCC,EUPHYLLIA,0,0
HK,3,2019,MAR,26/03/19,LCC,FAVITES,0,0
HK,3,2019,MAR,26/03/19,LCC,FUNGIA,1,1.2
HK,3,2019,MAR,26/03/19,LCC,GALAXEA,0,0
HK,3,2019,MAR,26/03/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,MAR,26/03/19,LCC,GONIASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,GONIOPORA,14,16.9
HK,3,2019,MAR,26/03/19,LCC,HYDNOPHORA,0,0
HK,3,2019,MAR,26/03/19,LCC,LEPTASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,LEPTORIA,0,0
HK,3,2019,MAR,26/03/19,LCC,LEPTOSERIS,0,0
HK,3,2019,MAR,26/03/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,MAR,26/03/19,LCC,LOBOPHYLLIA,5,6
HK,3,2019,MAR,26/03/19,LCC,MERULINA,0,0
HK,3,2019,MAR,26/03/19,LCC,MONTIPORA,5,6
HK,3,2019,MAR,26/03/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,MAR,26/03/19,LCC,PACHYSERIS,5,6
HK,3,2019,MAR,26/03/19,LCC,PAVONA,0,0
HK,3,2019,MAR,26/03/19,LCC,PECTINIA,0,0
HK,3,2019,MAR,26/03/19,LCC,PHYSOGYRA,1,1.2
HK,3,2019,MAR,26/03/19,LCC,PLATYGYRA,0,0
HK,3,2019,MAR,26/03/19,LCC,PLEROGYRA,0,0
HK,3,2019,MAR,26/03/19,LCC,POCILLOPORA,0,0
HK,3,2019,MAR,26/03/19,LCC,PODOBACIA,0,0
HK,3,2019,MAR,26/03/19,LCC,PORITES,9,10.8
HK,3,2019,MAR,26/03/19,LCC,PSAMMOCORA,0,0
HK,3,2019,MAR,26/03/19,LCC,SERIATOPORA,0,0
HK,3,2019,MAR,26/03/19,LCC,STYLOPHORA,0,0
HK,3,2019,MAR,26/03/19,LCC,TUBASTREA,0,0
HK,3,2019,MAR,26/03/19,LCC,TURBINARIA,0,0
HK,3,2019,MAR,26/03/19,OTHER,ANEMONE,0,0
HK,3,2019,MAR,26/03/19,OTHER,CLAM,0,0
HK,3,2019,MAR,26/03/19,OTHER,OTHER LIFE,0,0
HK,3,2019,MAR,26/03/19,OTHER,SEA CUCUMBER,0,0
HK,3,2019,MAR,26/03/19,OTHER,SPONGE,0,0
HK,3,2019,MAR,26/03/19,OTHER,URCHIN,0,0
HK,3,2019,MAR,26/03/19,OTHER,ZOANTHIDS,0,0
HK,3,2019,MAR,26/03/19,ROCK,ROCK,0,0
HK,3,2019,MAR,26/03/19,RUBBLE,RUBBLE,0,0
HK,3,2019,MAR,26/03/19,SAND,SAND,4,4.8
HK,3,2019,MAR,26/03/19,SC,SOFT CORAL,0,0
HK,3,2019,MAR,26/03/19,SEDIMENT,SEDIMENT,0,0
HK,3,2019,MAY,13/05/19,ALGAE,ALGAE,0,0
HK,3,2019,MAY,13/05/19,ALGAE,CRUSTOSE CORALLINE ALGAE,4,4.1
HK,3,2019,MAY,13/05/19,DCA,DCA,31,31.6
HK,3,2019,MAY,13/05/19,LCC,ACANTHASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,ACROPORA,0,0
HK,3,2019,MAY,13/05/19,LCC,ALVEOPORA,1,1
HK,3,2019,MAY,13/05/19,LCC,ASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,ASTREOPORA,0,0
HK,3,2019,MAY,13/05/19,LCC,CAULASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,COELOSERIS,0,0
HK,3,2019,MAY,13/05/19,LCC,COSCINARAEA,0,0
HK,3,2019,MAY,13/05/19,LCC,CTENACTIS,0,0
HK,3,2019,MAY,13/05/19,LCC,CYNARINA,0,0
HK,3,2019,MAY,13/05/19,LCC,CYPHASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,DIPLOASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,DIPSASTRAEA,1,1
HK,3,2019,MAY,13/05/19,LCC,ECHINOPHYLLIA,0,0
HK,3,2019,MAY,13/05/19,LCC,ECHINOPORA,0,0
HK,3,2019,MAY,13/05/19,LCC,EUPHYLLIA,0,0
HK,3,2019,MAY,13/05/19,LCC,FAVITES,0,0
HK,3,2019,MAY,13/05/19,LCC,FUNGIA,0,0
HK,3,2019,MAY,13/05/19,LCC,GALAXEA,0,0
HK,3,2019,MAY,13/05/19,LCC,GARDINEROSERIS,0,0
HK,3,2019,MAY,13/05/19,LCC,GONIASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,GONIOPORA,5,5.1
HK,3,2019,MAY,13/05/19,LCC,HYDNOPHORA,0,0
HK,3,2019,MAY,13/05/19,LCC,LEPTASTREA,0,0
HK,3,2019,MAY,13/05/19,LCC,LEPTORIA,0,0
HK,3,2019,MAY,13/05/19,LCC,LEPTOSERIS,0,0
HK,3,2019,MAY,13/05/19,LCC,LITHOPHYLLON,0,0
HK,3,2019,MAY,13/05/19,LCC,LOBOPHYLLIA,9,9.2
HK,3,2019,MAY,13/05/19,LCC,MERULINA,0,0
HK,3,2019,MAY,13/05/19,LCC,MONTIPORA,17,17.3
HK,3,2019,MAY,13/05/19,LCC,OULOPHYLLIA,0,0
HK,3,2019,MAY,13/05/19,LCC,PACHYSERIS,9,9.2
HK,3,2019,MAY,13/05/19,LCC,PAVONA,0,0
HK,3,2019,MAY,13/05/19,LCC,PECTINIA,0,0
HK,3,2019,MAY,13/05/19,LCC,PHYSOGYRA,0,0
HK,3,2019,MAY,13/05/19,LCC,PLATYGYRA,0,0
HK,3,2019,MAY,13/05/19,LCC,PLEROGYRA,0,0
HK,3,2019,MAY,13/05/19,LCC,POCILLOPORA,0,0
HK,3,2019,MAY,13/05/19,LCC,PODOBACIA,0,0
HK,3,2019,MAY,13/05/19,LCC,PORITES,13,13.3
HK,3,2019,MAY,13/05/19,LCC,PSAMMOCORA,0,0
